index	image_idx	cell_idx	row	col	shape	color
66849	7427	6	2	0	none	none
66850	7427	7	2	1	square	red
66851	7427	8	2	2	square	red
66852	7428	0	0	0	square	green
66853	7428	1	0	1	triangle	red
66854	7428	2	0	2	square	green
66855	7428	3	1	0	none	none
66856	7428	4	1	1	square	blue
66857	7428	5	1	2	none	none
66858	7428	6	2	0	circle	blue
66859	7428	7	2	1	circle	red
66860	7428	8	2	2	square	red
66861	7429	0	0	0	square	green
66862	7429	1	0	1	triangle	red
66863	7429	2	0	2	square	blue
66864	7429	3	1	0	circle	red
66865	7429	4	1	1	square	green
66866	7429	5	1	2	square	green
66867	7429	6	2	0	triangle	green
66868	7429	7	2	1	square	red
66869	7429	8	2	2	triangle	blue
66870	7430	0	0	0	square	blue
66871	7430	1	0	1	none	none
66872	7430	2	0	2	triangle	blue
66873	7430	3	1	0	square	blue
66874	7430	4	1	1	square	red
66875	7430	5	1	2	triangle	red
66876	7430	6	2	0	none	none
66877	7430	7	2	1	square	green
66878	7430	8	2	2	circle	blue
66879	7431	0	0	0	square	blue
66880	7431	1	0	1	circle	blue
66881	7431	2	0	2	circle	red
66882	7431	3	1	0	square	blue
66883	7431	4	1	1	circle	red
66884	7431	5	1	2	none	none
66885	7431	6	2	0	square	green
66886	7431	7	2	1	square	red
66887	7431	8	2	2	none	none
66888	7432	0	0	0	square	green
66889	7432	1	0	1	square	green
66890	7432	2	0	2	square	green
66891	7432	3	1	0	none	none
66892	7432	4	1	1	square	red
66893	7432	5	1	2	none	none
66894	7432	6	2	0	triangle	green
66895	7432	7	2	1	square	blue
66896	7432	8	2	2	square	blue
66897	7433	0	0	0	none	none
66898	7433	1	0	1	square	red
66899	7433	2	0	2	none	none
66900	7433	3	1	0	triangle	blue
66901	7433	4	1	1	square	green
66902	7433	5	1	2	square	blue
66903	7433	6	2	0	square	blue
66904	7433	7	2	1	triangle	green
66905	7433	8	2	2	square	blue
66906	7434	0	0	0	circle	green
66907	7434	1	0	1	square	blue
66908	7434	2	0	2	triangle	green
66909	7434	3	1	0	square	blue
66910	7434	4	1	1	square	red
66911	7434	5	1	2	square	blue
66912	7434	6	2	0	square	green
66913	7434	7	2	1	triangle	red
66914	7434	8	2	2	square	green
66915	7435	0	0	0	square	red
66916	7435	1	0	1	triangle	blue
66917	7435	2	0	2	square	green
66918	7435	3	1	0	circle	red
66919	7435	4	1	1	none	none
66920	7435	5	1	2	square	blue
66921	7435	6	2	0	square	blue
66922	7435	7	2	1	circle	green
66923	7435	8	2	2	square	blue
66924	7436	0	0	0	circle	red
66925	7436	1	0	1	square	red
66926	7436	2	0	2	circle	green
66927	7436	3	1	0	square	green
66928	7436	4	1	1	circle	green
66929	7436	5	1	2	square	red
66930	7436	6	2	0	square	blue
66931	7436	7	2	1	none	none
66932	7436	8	2	2	none	none
66933	7437	0	0	0	none	none
66934	7437	1	0	1	none	none
66935	7437	2	0	2	square	blue
66936	7437	3	1	0	square	green
66937	7437	4	1	1	square	red
66938	7437	5	1	2	square	green
66939	7437	6	2	0	square	blue
66940	7437	7	2	1	square	green
66941	7437	8	2	2	square	green
66942	7438	0	0	0	square	blue
66943	7438	1	0	1	square	blue
66944	7438	2	0	2	square	green
66945	7438	3	1	0	square	green
66946	7438	4	1	1	square	blue
66947	7438	5	1	2	square	blue
66948	7438	6	2	0	circle	blue
66949	7438	7	2	1	triangle	blue
66950	7438	8	2	2	circle	blue
66951	7439	0	0	0	circle	green
66952	7439	1	0	1	square	green
66953	7439	2	0	2	circle	green
66954	7439	3	1	0	triangle	red
66955	7439	4	1	1	none	none
66956	7439	5	1	2	none	none
66957	7439	6	2	0	triangle	blue
66958	7439	7	2	1	square	red
66959	7439	8	2	2	square	blue
66960	7440	0	0	0	circle	green
66961	7440	1	0	1	circle	blue
66962	7440	2	0	2	square	red
66963	7440	3	1	0	circle	red
66964	7440	4	1	1	circle	red
66965	7440	5	1	2	square	green
66966	7440	6	2	0	none	none
66967	7440	7	2	1	circle	red
66968	7440	8	2	2	square	red
66969	7441	0	0	0	circle	green
66970	7441	1	0	1	triangle	green
66971	7441	2	0	2	square	green
66972	7441	3	1	0	none	none
66973	7441	4	1	1	square	blue
66974	7441	5	1	2	none	none
66975	7441	6	2	0	none	none
66976	7441	7	2	1	triangle	red
66977	7441	8	2	2	square	green
66978	7442	0	0	0	square	green
66979	7442	1	0	1	square	red
66980	7442	2	0	2	square	blue
66981	7442	3	1	0	none	none
66982	7442	4	1	1	triangle	blue
66983	7442	5	1	2	none	none
66984	7442	6	2	0	square	blue
66985	7442	7	2	1	square	red
66986	7442	8	2	2	triangle	red
66987	7443	0	0	0	square	green
66988	7443	1	0	1	square	blue
66989	7443	2	0	2	triangle	blue
66990	7443	3	1	0	none	none
66991	7443	4	1	1	circle	red
66992	7443	5	1	2	triangle	green
66993	7443	6	2	0	square	green
66994	7443	7	2	1	none	none
66995	7443	8	2	2	square	red
66996	7444	0	0	0	square	blue
66997	7444	1	0	1	square	green
66998	7444	2	0	2	triangle	green
66999	7444	3	1	0	none	none
67000	7444	4	1	1	square	blue
67001	7444	5	1	2	triangle	blue
67002	7444	6	2	0	triangle	red
67003	7444	7	2	1	square	red
67004	7444	8	2	2	square	green
67005	7445	0	0	0	none	none
67006	7445	1	0	1	square	green
67007	7445	2	0	2	square	red
67008	7445	3	1	0	triangle	red
67009	7445	4	1	1	circle	blue
67010	7445	5	1	2	circle	red
67011	7445	6	2	0	square	red
67012	7445	7	2	1	square	red
67013	7445	8	2	2	square	blue
67014	7446	0	0	0	square	red
67015	7446	1	0	1	square	blue
67016	7446	2	0	2	circle	blue
67017	7446	3	1	0	square	blue
67018	7446	4	1	1	square	blue
67019	7446	5	1	2	none	none
67020	7446	6	2	0	square	green
67021	7446	7	2	1	square	red
67022	7446	8	2	2	none	none
67023	7447	0	0	0	circle	red
67024	7447	1	0	1	square	green
67025	7447	2	0	2	square	green
67026	7447	3	1	0	none	none
67027	7447	4	1	1	square	green
67028	7447	5	1	2	square	green
67029	7447	6	2	0	circle	red
67030	7447	7	2	1	triangle	green
67031	7447	8	2	2	none	none
67032	7448	0	0	0	none	none
67033	7448	1	0	1	triangle	green
67034	7448	2	0	2	square	red
67035	7448	3	1	0	square	green
67036	7448	4	1	1	circle	red
67037	7448	5	1	2	square	blue
67038	7448	6	2	0	square	red
67039	7448	7	2	1	none	none
67040	7448	8	2	2	square	green
67041	7449	0	0	0	square	green
67042	7449	1	0	1	triangle	blue
67043	7449	2	0	2	square	red
67044	7449	3	1	0	circle	green
67045	7449	4	1	1	circle	blue
67046	7449	5	1	2	none	none
67047	7449	6	2	0	square	blue
67048	7449	7	2	1	square	green
67049	7449	8	2	2	none	none
67050	7450	0	0	0	circle	green
67051	7450	1	0	1	none	none
67052	7450	2	0	2	circle	red
67053	7450	3	1	0	triangle	blue
67054	7450	4	1	1	square	blue
67055	7450	5	1	2	square	red
67056	7450	6	2	0	circle	green
67057	7450	7	2	1	none	none
67058	7450	8	2	2	none	none
67059	7451	0	0	0	square	blue
67060	7451	1	0	1	square	blue
67061	7451	2	0	2	triangle	green
67062	7451	3	1	0	circle	red
67063	7451	4	1	1	circle	green
67064	7451	5	1	2	square	blue
67065	7451	6	2	0	square	blue
67066	7451	7	2	1	square	green
67067	7451	8	2	2	square	blue
67068	7452	0	0	0	triangle	red
67069	7452	1	0	1	none	none
67070	7452	2	0	2	square	red
67071	7452	3	1	0	circle	blue
67072	7452	4	1	1	triangle	green
67073	7452	5	1	2	none	none
67074	7452	6	2	0	square	green
67075	7452	7	2	1	square	blue
67076	7452	8	2	2	square	green
67077	7453	0	0	0	square	blue
67078	7453	1	0	1	circle	green
67079	7453	2	0	2	square	red
67080	7453	3	1	0	circle	blue
67081	7453	4	1	1	square	green
67082	7453	5	1	2	circle	green
67083	7453	6	2	0	circle	red
67084	7453	7	2	1	circle	blue
67085	7453	8	2	2	triangle	blue
67086	7454	0	0	0	none	none
67087	7454	1	0	1	square	blue
67088	7454	2	0	2	triangle	blue
67089	7454	3	1	0	square	red
67090	7454	4	1	1	circle	blue
67091	7454	5	1	2	square	green
67092	7454	6	2	0	circle	red
67093	7454	7	2	1	circle	green
67094	7454	8	2	2	square	green
67095	7455	0	0	0	square	red
67096	7455	1	0	1	square	green
67097	7455	2	0	2	square	green
67098	7455	3	1	0	circle	blue
67099	7455	4	1	1	none	none
67100	7455	5	1	2	none	none
67101	7455	6	2	0	square	green
67102	7455	7	2	1	square	blue
67103	7455	8	2	2	circle	green
67104	7456	0	0	0	square	green
67105	7456	1	0	1	triangle	green
67106	7456	2	0	2	square	green
67107	7456	3	1	0	none	none
67108	7456	4	1	1	none	none
67109	7456	5	1	2	triangle	blue
67110	7456	6	2	0	square	blue
67111	7456	7	2	1	square	green
67112	7456	8	2	2	circle	red
67113	7457	0	0	0	triangle	green
67114	7457	1	0	1	square	green
67115	7457	2	0	2	circle	blue
67116	7457	3	1	0	triangle	blue
67117	7457	4	1	1	square	red
67118	7457	5	1	2	square	green
67119	7457	6	2	0	square	red
67120	7457	7	2	1	circle	blue
67121	7457	8	2	2	square	green
67122	7458	0	0	0	square	blue
67123	7458	1	0	1	square	red
67124	7458	2	0	2	square	red
67125	7458	3	1	0	square	blue
67126	7458	4	1	1	triangle	green
67127	7458	5	1	2	square	red
67128	7458	6	2	0	square	blue
67129	7458	7	2	1	square	green
67130	7458	8	2	2	square	green
67131	7459	0	0	0	circle	red
67132	7459	1	0	1	square	red
67133	7459	2	0	2	circle	blue
67134	7459	3	1	0	circle	green
67135	7459	4	1	1	none	none
67136	7459	5	1	2	square	green
67137	7459	6	2	0	square	blue
67138	7459	7	2	1	none	none
67139	7459	8	2	2	none	none
67140	7460	0	0	0	square	blue
67141	7460	1	0	1	circle	blue
67142	7460	2	0	2	square	red
67143	7460	3	1	0	circle	red
67144	7460	4	1	1	square	blue
67145	7460	5	1	2	square	red
67146	7460	6	2	0	triangle	blue
67147	7460	7	2	1	square	green
67148	7460	8	2	2	triangle	blue
67149	7461	0	0	0	none	none
67150	7461	1	0	1	square	green
67151	7461	2	0	2	triangle	blue
67152	7461	3	1	0	none	none
67153	7461	4	1	1	square	red
67154	7461	5	1	2	none	none
67155	7461	6	2	0	square	red
67156	7461	7	2	1	triangle	red
67157	7461	8	2	2	square	green
67158	7462	0	0	0	square	blue
67159	7462	1	0	1	square	blue
67160	7462	2	0	2	square	red
67161	7462	3	1	0	square	green
67162	7462	4	1	1	circle	green
67163	7462	5	1	2	none	none
67164	7462	6	2	0	none	none
67165	7462	7	2	1	square	red
67166	7462	8	2	2	square	green
67167	7463	0	0	0	none	none
67168	7463	1	0	1	square	red
67169	7463	2	0	2	square	green
67170	7463	3	1	0	square	blue
67171	7463	4	1	1	none	none
67172	7463	5	1	2	square	blue
67173	7463	6	2	0	circle	green
67174	7463	7	2	1	triangle	green
67175	7463	8	2	2	square	green
67176	7464	0	0	0	square	blue
67177	7464	1	0	1	none	none
67178	7464	2	0	2	circle	green
67179	7464	3	1	0	square	red
67180	7464	4	1	1	square	green
67181	7464	5	1	2	triangle	red
67182	7464	6	2	0	square	green
67183	7464	7	2	1	square	green
67184	7464	8	2	2	none	none
67185	7465	0	0	0	square	blue
67186	7465	1	0	1	square	green
67187	7465	2	0	2	square	green
67188	7465	3	1	0	square	green
67189	7465	4	1	1	none	none
67190	7465	5	1	2	square	blue
67191	7465	6	2	0	square	blue
67192	7465	7	2	1	circle	blue
67193	7465	8	2	2	none	none
67194	7466	0	0	0	circle	blue
67195	7466	1	0	1	square	green
67196	7466	2	0	2	none	none
67197	7466	3	1	0	none	none
67198	7466	4	1	1	square	blue
67199	7466	5	1	2	none	none
67200	7466	6	2	0	square	red
67201	7466	7	2	1	square	red
67202	7466	8	2	2	square	blue
67203	7467	0	0	0	circle	green
67204	7467	1	0	1	circle	red
67205	7467	2	0	2	none	none
67206	7467	3	1	0	none	none
67207	7467	4	1	1	square	blue
67208	7467	5	1	2	square	blue
67209	7467	6	2	0	square	red
67210	7467	7	2	1	triangle	green
67211	7467	8	2	2	square	blue
67212	7468	0	0	0	none	none
67213	7468	1	0	1	none	none
67214	7468	2	0	2	triangle	red
67215	7468	3	1	0	none	none
67216	7468	4	1	1	square	green
67217	7468	5	1	2	square	green
67218	7468	6	2	0	none	none
67219	7468	7	2	1	none	none
67220	7468	8	2	2	square	blue
67221	7469	0	0	0	triangle	green
67222	7469	1	0	1	none	none
67223	7469	2	0	2	square	green
67224	7469	3	1	0	square	blue
67225	7469	4	1	1	triangle	red
67226	7469	5	1	2	square	green
67227	7469	6	2	0	square	green
67228	7469	7	2	1	circle	red
67229	7469	8	2	2	square	green
67230	7470	0	0	0	square	red
67231	7470	1	0	1	circle	red
67232	7470	2	0	2	square	blue
67233	7470	3	1	0	none	none
67234	7470	4	1	1	square	red
67235	7470	5	1	2	square	green
67236	7470	6	2	0	square	blue
67237	7470	7	2	1	square	blue
67238	7470	8	2	2	triangle	green
67239	7471	0	0	0	square	green
67240	7471	1	0	1	triangle	blue
67241	7471	2	0	2	none	none
67242	7471	3	1	0	square	blue
67243	7471	4	1	1	none	none
67244	7471	5	1	2	square	green
67245	7471	6	2	0	triangle	blue
67246	7471	7	2	1	none	none
67247	7471	8	2	2	circle	red
67248	7472	0	0	0	none	none
67249	7472	1	0	1	square	blue
67250	7472	2	0	2	square	blue
67251	7472	3	1	0	triangle	red
67252	7472	4	1	1	square	blue
67253	7472	5	1	2	square	green
67254	7472	6	2	0	square	blue
67255	7472	7	2	1	circle	green
67256	7472	8	2	2	square	red
67257	7473	0	0	0	none	none
67258	7473	1	0	1	none	none
67259	7473	2	0	2	circle	red
67260	7473	3	1	0	square	green
67261	7473	4	1	1	square	red
67262	7473	5	1	2	square	red
67263	7473	6	2	0	square	green
67264	7473	7	2	1	square	blue
67265	7473	8	2	2	circle	red
67266	7474	0	0	0	triangle	blue
67267	7474	1	0	1	circle	green
67268	7474	2	0	2	square	red
67269	7474	3	1	0	square	red
67270	7474	4	1	1	none	none
67271	7474	5	1	2	square	red
67272	7474	6	2	0	triangle	green
67273	7474	7	2	1	square	green
67274	7474	8	2	2	none	none
67275	7475	0	0	0	circle	red
67276	7475	1	0	1	none	none
67277	7475	2	0	2	circle	blue
67278	7475	3	1	0	square	red
67279	7475	4	1	1	square	red
67280	7475	5	1	2	square	green
67281	7475	6	2	0	circle	blue
67282	7475	7	2	1	square	blue
67283	7475	8	2	2	square	blue
67284	7476	0	0	0	square	green
67285	7476	1	0	1	none	none
67286	7476	2	0	2	triangle	green
67287	7476	3	1	0	triangle	blue
67288	7476	4	1	1	none	none
67289	7476	5	1	2	square	green
67290	7476	6	2	0	none	none
67291	7476	7	2	1	square	red
67292	7476	8	2	2	triangle	green
67293	7477	0	0	0	circle	green
67294	7477	1	0	1	square	green
67295	7477	2	0	2	circle	blue
67296	7477	3	1	0	square	green
67297	7477	4	1	1	none	none
67298	7477	5	1	2	square	blue
67299	7477	6	2	0	square	green
67300	7477	7	2	1	none	none
67301	7477	8	2	2	triangle	green
67302	7478	0	0	0	triangle	green
67303	7478	1	0	1	square	blue
67304	7478	2	0	2	square	red
67305	7478	3	1	0	triangle	red
67306	7478	4	1	1	none	none
67307	7478	5	1	2	square	green
67308	7478	6	2	0	circle	green
67309	7478	7	2	1	square	green
67310	7478	8	2	2	square	green
67311	7479	0	0	0	square	blue
67312	7479	1	0	1	square	blue
67313	7479	2	0	2	square	red
67314	7479	3	1	0	none	none
67315	7479	4	1	1	circle	blue
67316	7479	5	1	2	triangle	blue
67317	7479	6	2	0	square	blue
67318	7479	7	2	1	square	green
67319	7479	8	2	2	square	blue
67320	7480	0	0	0	square	blue
67321	7480	1	0	1	square	green
67322	7480	2	0	2	triangle	green
67323	7480	3	1	0	square	red
67324	7480	4	1	1	none	none
67325	7480	5	1	2	circle	green
67326	7480	6	2	0	square	red
67327	7480	7	2	1	none	none
67328	7480	8	2	2	none	none
67329	7481	0	0	0	none	none
67330	7481	1	0	1	square	green
67331	7481	2	0	2	square	blue
67332	7481	3	1	0	triangle	blue
67333	7481	4	1	1	square	blue
67334	7481	5	1	2	square	green
67335	7481	6	2	0	triangle	green
67336	7481	7	2	1	triangle	blue
67337	7481	8	2	2	square	red
67338	7482	0	0	0	circle	green
67339	7482	1	0	1	circle	red
67340	7482	2	0	2	square	blue
67341	7482	3	1	0	none	none
67342	7482	4	1	1	triangle	blue
67343	7482	5	1	2	none	none
67344	7482	6	2	0	square	blue
67345	7482	7	2	1	triangle	green
67346	7482	8	2	2	none	none
67347	7483	0	0	0	square	blue
67348	7483	1	0	1	square	green
67349	7483	2	0	2	square	green
67350	7483	3	1	0	square	blue
67351	7483	4	1	1	none	none
67352	7483	5	1	2	square	red
67353	7483	6	2	0	triangle	green
67354	7483	7	2	1	none	none
67355	7483	8	2	2	square	green
67356	7484	0	0	0	circle	blue
67357	7484	1	0	1	square	red
67358	7484	2	0	2	square	red
67359	7484	3	1	0	square	red
67360	7484	4	1	1	square	blue
67361	7484	5	1	2	circle	blue
67362	7484	6	2	0	square	blue
67363	7484	7	2	1	square	green
67364	7484	8	2	2	none	none
67365	7485	0	0	0	none	none
67366	7485	1	0	1	none	none
67367	7485	2	0	2	square	red
67368	7485	3	1	0	square	blue
67369	7485	4	1	1	square	blue
67370	7485	5	1	2	circle	blue
67371	7485	6	2	0	square	green
67372	7485	7	2	1	none	none
67373	7485	8	2	2	square	green
67374	7486	0	0	0	square	blue
67375	7486	1	0	1	circle	red
67376	7486	2	0	2	circle	blue
67377	7486	3	1	0	none	none
67378	7486	4	1	1	square	blue
67379	7486	5	1	2	square	green
67380	7486	6	2	0	square	red
67381	7486	7	2	1	square	green
67382	7486	8	2	2	square	green
67383	7487	0	0	0	square	red
67384	7487	1	0	1	square	blue
67385	7487	2	0	2	square	blue
67386	7487	3	1	0	square	red
67387	7487	4	1	1	square	green
67388	7487	5	1	2	square	red
67389	7487	6	2	0	square	red
67390	7487	7	2	1	square	green
67391	7487	8	2	2	square	red
67392	7488	0	0	0	none	none
67393	7488	1	0	1	circle	blue
67394	7488	2	0	2	circle	blue
67395	7488	3	1	0	triangle	blue
67396	7488	4	1	1	square	green
67397	7488	5	1	2	square	red
67398	7488	6	2	0	triangle	blue
67399	7488	7	2	1	square	green
67400	7488	8	2	2	square	blue
67401	7489	0	0	0	none	none
67402	7489	1	0	1	none	none
67403	7489	2	0	2	square	blue
67404	7489	3	1	0	square	green
67405	7489	4	1	1	square	blue
67406	7489	5	1	2	triangle	red
67407	7489	6	2	0	square	blue
67408	7489	7	2	1	square	blue
67409	7489	8	2	2	none	none
67410	7490	0	0	0	none	none
67411	7490	1	0	1	triangle	blue
67412	7490	2	0	2	triangle	red
67413	7490	3	1	0	square	blue
67414	7490	4	1	1	none	none
67415	7490	5	1	2	square	red
67416	7490	6	2	0	none	none
67417	7490	7	2	1	none	none
67418	7490	8	2	2	square	green
67419	7491	0	0	0	square	blue
67420	7491	1	0	1	triangle	blue
67421	7491	2	0	2	square	green
67422	7491	3	1	0	square	blue
67423	7491	4	1	1	square	green
67424	7491	5	1	2	square	red
67425	7491	6	2	0	none	none
67426	7491	7	2	1	square	green
67427	7491	8	2	2	square	red
67428	7492	0	0	0	circle	red
67429	7492	1	0	1	circle	green
67430	7492	2	0	2	triangle	blue
67431	7492	3	1	0	square	red
67432	7492	4	1	1	square	blue
67433	7492	5	1	2	triangle	blue
67434	7492	6	2	0	square	blue
67435	7492	7	2	1	circle	green
67436	7492	8	2	2	circle	red
67437	7493	0	0	0	none	none
67438	7493	1	0	1	none	none
67439	7493	2	0	2	none	none
67440	7493	3	1	0	square	blue
67441	7493	4	1	1	square	blue
67442	7493	5	1	2	triangle	blue
67443	7493	6	2	0	none	none
67444	7493	7	2	1	square	red
67445	7493	8	2	2	square	green
67446	7494	0	0	0	square	red
67447	7494	1	0	1	square	green
67448	7494	2	0	2	circle	green
67449	7494	3	1	0	none	none
67450	7494	4	1	1	square	green
67451	7494	5	1	2	circle	blue
67452	7494	6	2	0	square	blue
67453	7494	7	2	1	circle	green
67454	7494	8	2	2	square	blue
67455	7495	0	0	0	none	none
67456	7495	1	0	1	triangle	red
67457	7495	2	0	2	square	green
67458	7495	3	1	0	none	none
67459	7495	4	1	1	square	red
67460	7495	5	1	2	square	red
67461	7495	6	2	0	square	red
67462	7495	7	2	1	square	green
67463	7495	8	2	2	triangle	green
67464	7496	0	0	0	square	red
67465	7496	1	0	1	square	red
67466	7496	2	0	2	none	none
67467	7496	3	1	0	square	red
67468	7496	4	1	1	square	blue
67469	7496	5	1	2	triangle	blue
67470	7496	6	2	0	square	green
67471	7496	7	2	1	none	none
67472	7496	8	2	2	none	none
67473	7497	0	0	0	square	green
67474	7497	1	0	1	none	none
67475	7497	2	0	2	square	red
67476	7497	3	1	0	square	red
67477	7497	4	1	1	none	none
67478	7497	5	1	2	circle	green
67479	7497	6	2	0	square	green
67480	7497	7	2	1	square	blue
67481	7497	8	2	2	square	green
67482	7498	0	0	0	none	none
67483	7498	1	0	1	triangle	blue
67484	7498	2	0	2	square	red
67485	7498	3	1	0	none	none
67486	7498	4	1	1	none	none
67487	7498	5	1	2	triangle	blue
67488	7498	6	2	0	triangle	blue
67489	7498	7	2	1	square	red
67490	7498	8	2	2	square	blue
67491	7499	0	0	0	circle	red
67492	7499	1	0	1	square	red
67493	7499	2	0	2	square	green
67494	7499	3	1	0	square	red
67495	7499	4	1	1	none	none
67496	7499	5	1	2	triangle	red
67497	7499	6	2	0	circle	red
67498	7499	7	2	1	none	none
67499	7499	8	2	2	square	green
67500	7500	0	0	0	square	blue
67501	7500	1	0	1	square	red
67502	7500	2	0	2	square	red
67503	7500	3	1	0	triangle	red
67504	7500	4	1	1	square	green
67505	7500	5	1	2	square	blue
67506	7500	6	2	0	circle	green
67507	7500	7	2	1	circle	blue
67508	7500	8	2	2	square	green
67509	7501	0	0	0	circle	blue
67510	7501	1	0	1	square	blue
67511	7501	2	0	2	circle	blue
67512	7501	3	1	0	square	blue
67513	7501	4	1	1	circle	green
67514	7501	5	1	2	square	blue
67515	7501	6	2	0	none	none
67516	7501	7	2	1	triangle	red
67517	7501	8	2	2	square	green
67518	7502	0	0	0	square	blue
67519	7502	1	0	1	circle	green
67520	7502	2	0	2	square	blue
67521	7502	3	1	0	triangle	green
67522	7502	4	1	1	square	green
67523	7502	5	1	2	none	none
67524	7502	6	2	0	square	red
67525	7502	7	2	1	triangle	red
67526	7502	8	2	2	triangle	red
67527	7503	0	0	0	square	red
67528	7503	1	0	1	circle	blue
67529	7503	2	0	2	square	green
67530	7503	3	1	0	square	blue
67531	7503	4	1	1	square	blue
67532	7503	5	1	2	square	green
67533	7503	6	2	0	none	none
67534	7503	7	2	1	none	none
67535	7503	8	2	2	none	none
67536	7504	0	0	0	triangle	red
67537	7504	1	0	1	square	red
67538	7504	2	0	2	square	blue
67539	7504	3	1	0	square	green
67540	7504	4	1	1	square	red
67541	7504	5	1	2	square	red
67542	7504	6	2	0	circle	green
67543	7504	7	2	1	square	blue
67544	7504	8	2	2	square	green
67545	7505	0	0	0	square	green
67546	7505	1	0	1	square	blue
67547	7505	2	0	2	square	red
67548	7505	3	1	0	square	green
67549	7505	4	1	1	square	red
67550	7505	5	1	2	circle	red
67551	7505	6	2	0	triangle	green
67552	7505	7	2	1	triangle	red
67553	7505	8	2	2	none	none
67554	7506	0	0	0	circle	blue
67555	7506	1	0	1	none	none
67556	7506	2	0	2	square	green
67557	7506	3	1	0	circle	red
67558	7506	4	1	1	none	none
67559	7506	5	1	2	square	red
67560	7506	6	2	0	none	none
67561	7506	7	2	1	circle	blue
67562	7506	8	2	2	triangle	green
67563	7507	0	0	0	square	blue
67564	7507	1	0	1	square	red
67565	7507	2	0	2	square	green
67566	7507	3	1	0	square	green
67567	7507	4	1	1	none	none
67568	7507	5	1	2	square	green
67569	7507	6	2	0	square	red
67570	7507	7	2	1	square	green
67571	7507	8	2	2	square	red
67572	7508	0	0	0	square	green
67573	7508	1	0	1	square	blue
67574	7508	2	0	2	circle	blue
67575	7508	3	1	0	none	none
67576	7508	4	1	1	square	blue
67577	7508	5	1	2	square	red
67578	7508	6	2	0	square	green
67579	7508	7	2	1	square	blue
67580	7508	8	2	2	none	none
67581	7509	0	0	0	none	none
67582	7509	1	0	1	circle	red
67583	7509	2	0	2	square	blue
67584	7509	3	1	0	none	none
67585	7509	4	1	1	square	blue
67586	7509	5	1	2	none	none
67587	7509	6	2	0	square	green
67588	7509	7	2	1	square	green
67589	7509	8	2	2	square	green
67590	7510	0	0	0	square	blue
67591	7510	1	0	1	circle	green
67592	7510	2	0	2	square	red
67593	7510	3	1	0	square	red
67594	7510	4	1	1	none	none
67595	7510	5	1	2	square	green
67596	7510	6	2	0	square	red
67597	7510	7	2	1	none	none
67598	7510	8	2	2	circle	red
67599	7511	0	0	0	square	green
67600	7511	1	0	1	square	green
67601	7511	2	0	2	none	none
67602	7511	3	1	0	circle	green
67603	7511	4	1	1	square	blue
67604	7511	5	1	2	square	blue
67605	7511	6	2	0	triangle	red
67606	7511	7	2	1	none	none
67607	7511	8	2	2	square	red
67608	7512	0	0	0	square	green
67609	7512	1	0	1	triangle	green
67610	7512	2	0	2	none	none
67611	7512	3	1	0	none	none
67612	7512	4	1	1	circle	blue
67613	7512	5	1	2	circle	green
67614	7512	6	2	0	triangle	blue
67615	7512	7	2	1	square	red
67616	7512	8	2	2	square	blue
67617	7513	0	0	0	circle	red
67618	7513	1	0	1	square	green
67619	7513	2	0	2	square	green
67620	7513	3	1	0	none	none
67621	7513	4	1	1	square	green
67622	7513	5	1	2	square	red
67623	7513	6	2	0	square	red
67624	7513	7	2	1	square	red
67625	7513	8	2	2	none	none
67626	7514	0	0	0	none	none
67627	7514	1	0	1	square	green
67628	7514	2	0	2	circle	blue
67629	7514	3	1	0	circle	red
67630	7514	4	1	1	none	none
67631	7514	5	1	2	circle	red
67632	7514	6	2	0	square	green
67633	7514	7	2	1	triangle	blue
67634	7514	8	2	2	square	red
67635	7515	0	0	0	square	red
67636	7515	1	0	1	none	none
67637	7515	2	0	2	circle	blue
67638	7515	3	1	0	square	blue
67639	7515	4	1	1	square	red
67640	7515	5	1	2	none	none
67641	7515	6	2	0	square	green
67642	7515	7	2	1	circle	red
67643	7515	8	2	2	triangle	red
67644	7516	0	0	0	none	none
67645	7516	1	0	1	square	blue
67646	7516	2	0	2	circle	blue
67647	7516	3	1	0	none	none
67648	7516	4	1	1	square	red
67649	7516	5	1	2	square	red
67650	7516	6	2	0	square	green
67651	7516	7	2	1	circle	blue
67652	7516	8	2	2	none	none
67653	7517	0	0	0	none	none
67654	7517	1	0	1	circle	blue
67655	7517	2	0	2	square	green
67656	7517	3	1	0	circle	blue
67657	7517	4	1	1	triangle	red
67658	7517	5	1	2	triangle	green
67659	7517	6	2	0	square	blue
67660	7517	7	2	1	square	blue
67661	7517	8	2	2	none	none
67662	7518	0	0	0	triangle	green
67663	7518	1	0	1	square	red
67664	7518	2	0	2	square	blue
67665	7518	3	1	0	square	green
67666	7518	4	1	1	triangle	red
67667	7518	5	1	2	square	red
67668	7518	6	2	0	square	red
67669	7518	7	2	1	none	none
67670	7518	8	2	2	triangle	green
67671	7519	0	0	0	none	none
67672	7519	1	0	1	square	green
67673	7519	2	0	2	circle	blue
67674	7519	3	1	0	circle	blue
67675	7519	4	1	1	triangle	red
67676	7519	5	1	2	none	none
67677	7519	6	2	0	circle	green
67678	7519	7	2	1	square	green
67679	7519	8	2	2	circle	red
67680	7520	0	0	0	square	green
67681	7520	1	0	1	square	red
67682	7520	2	0	2	square	blue
67683	7520	3	1	0	circle	green
67684	7520	4	1	1	square	red
67685	7520	5	1	2	square	green
